Timestamps(ms),Latitude,Longitude,normalized_density(Arts & Entertainment),normalized_density(College & University),normalized_density(Event),normalized_density(Food),normalized_density(Nightlife Spot),normalized_density(Outdoors & Recreation),normalized_density(Professional & Other Places),normalized_density(Residence),normalized_density(Shop & Service),normalized_density(Travel & Transport)
1406540390674,1.0,0.0,0.0,0.2926829268292683,0.0,0.007434944237918214,0.0,0.0,0.02325581395348837,0.0,0.02112676056338028,0.014354066985645932
1406540390674,1.0,0.11111111111112637,0.0,0.12195121951219512,0.0,0.011152416356877323,0.0,0.09385157096424702,0.031007751937984492,0.0,0.02112676056338028,0.009569377990430622
1406540390674,1.0,0.2222222222222184,0.020408163265306124,0.0,0.0,0.0520446096654275,0.07150595882990249,0.09385157096424702,0.04651162790697674,0.0,0.2816901408450704,0.019138755980861243
1406540390674,1.0,0.33333333333334475,0.10204081632653061,0.024390243902439022,0.0,0.022304832713754646,0.023835319609967497,0.18770314192849405,0.06976744186046512,0.01098901098901099,0.09154929577464788,0.043062200956937795
1406540390674,1.0,0.4444444444444368,0.061224489795918366,0.0,0.0,0.0,0.0,0.03128385698808234,0.007751937984496123,0.01098901098901099,0.0,0.004784688995215311
1406540390674,1.0,0.5555555555555631,0.0,0.0,0.0,0.007434944237918214,0.0,0.0,0.0,0.0,0.00704225352112676,0.004784688995215311
1406540390674,1.0,0.6666666666666552,0.0,0.0,0.0,0.003717472118959107,0.023835319609967497,0.09385157096424702,0.0,0.0,0.0,0.0
1406540390674,1.0,0.7777777777777816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004784688995215311
1406540390674,1.0,0.8888888888888736,0.0,0.0,0.0,0.0,0.023835319609967497,0.0,0.0,0.03296703296703297,0.0,0.009569377990430622
1406540390674,1.0,1.0,0.04081632653061225,0.0,0.0,0.011152416356877323,0.0,0.2189869989165764,0.015503875968992246,0.02197802197802198,0.04225352112676056,0.0
1406540390674,0.8888888888888888,0.0,0.0,0.0,0.0,0.011152416356877323,0.023835319609967497,0.03128385698808234,0.04651162790697674,0.01098901098901099,0.08450704225352113,0.019138755980861243
1406540390674,0.8888888888888888,0.11111111111112637,0.0,0.0,0.0,0.003717472118959107,0.0,0.0,0.007751937984496123,0.0,0.0,0.05263157894736842
1406540390674,0.8888888888888888,0.2222222222222184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00704225352112676,0.004784688995215311
1406540390674,0.8888888888888888,0.33333333333334475,0.020408163265306124,0.024390243902439022,0.0,0.007434944237918214,0.0,0.1564192849404117,0.22480620155038758,0.01098901098901099,0.04225352112676056,0.043062200956937795
1406540390674,0.8888888888888888,0.4444444444444368,0.10204081632653061,0.07317073170731707,0.0,0.0520446096654275,0.07150595882990249,0.03128385698808234,0.1705426356589147,0.14285714285714288,0.11267605633802816,0.028708133971291863
1406540390674,0.8888888888888888,0.5555555555555631,0.04081632653061225,0.19512195121951217,0.0,0.02602230483271375,0.0,0.06256771397616467,0.19379844961240308,0.03296703296703297,0.00704225352112676,0.014354066985645932
1406540390674,0.8888888888888888,0.6666666666666552,0.020408163265306124,0.07317073170731707,0.0,0.011152416356877323,0.0,0.03128385698808234,0.11627906976744186,0.04395604395604396,0.00704225352112676,0.004784688995215311
1406540390674,0.8888888888888888,0.7777777777777816,0.0,0.0,0.0,0.003717472118959107,0.0,0.06256771397616467,0.05426356589147286,0.02197802197802198,0.02112676056338028,0.02392344497607655
1406540390674,0.8888888888888888,0.8888888888888736,0.020408163265306124,0.0,0.0,0.0,0.0,0.06256771397616467,0.0,0.04395604395604396,0.0,0.019138755980861243
1406540390674,0.8888888888888888,1.0,0.20408163265306123,0.024390243902439022,0.0,0.059479553903345715,0.09534127843986999,0.34412242686890576,0.13953488372093023,0.02197802197802198,0.0352112676056338,0.0478468899521531
1406540390674,0.7777777777777778,0.0,0.061224489795918366,0.0,0.0,0.0483271375464684,0.09534127843986999,0.0,0.19379844961240308,0.04395604395604396,0.21126760563380284,0.028708133971291863
1406540390674,0.7777777777777778,0.11111111111112637,0.04081632653061225,0.024390243902439022,0.0,0.04460966542750929,0.09534127843986999,0.12513542795232935,0.1705426356589147,0.01098901098901099,0.11971830985915492,0.2727272727272727
1406540390674,0.7777777777777778,0.2222222222222184,0.04081632653061225,0.048780487804878044,0.0,0.059479553903345715,0.047670639219934995,0.18770314192849405,0.13953488372093023,0.01098901098901099,0.14788732394366197,0.043062200956937795
1406540390674,0.7777777777777778,0.33333333333334475,0.04081632653061225,0.048780487804878044,0.0,0.07434944237918216,0.047670639219934995,0.03128385698808234,0.1705426356589147,0.07692307692307691,0.10563380281690142,0.03827751196172249
1406540390674,0.7777777777777778,0.4444444444444368,0.12244897959183673,0.12195121951219512,0.125,0.14869888475836432,0.28602383531960995,0.2815547128927411,0.45736434108527135,0.37362637362637363,0.43661971830985913,0.20095693779904306
1406540390674,0.7777777777777778,0.5555555555555631,0.061224489795918366,0.9268292682926829,0.0,0.14126394052044608,0.047670639219934995,0.3754062838569881,0.41860465116279066,0.21978021978021978,0.16901408450704225,0.0909090909090909
1406540390674,0.7777777777777778,0.6666666666666552,0.0,0.19512195121951217,0.0,0.011152416356877323,0.0,0.03128385698808234,0.007751937984496123,0.04395604395604396,0.0,0.019138755980861243
1406540390674,0.7777777777777778,0.7777777777777816,0.04081632653061225,0.0,0.0,0.003717472118959107,0.0,0.12513542795232935,0.02325581395348837,0.06593406593406594,0.01408450704225352,0.019138755980861243
1406540390674,0.7777777777777778,0.8888888888888736,0.0,0.14634146341463414,0.0,0.029739776951672858,0.023835319609967497,0.1564192849404117,0.04651162790697674,0.054945054945054944,0.0352112676056338,0.014354066985645932
1406540390674,0.7777777777777778,1.0,0.04081632653061225,0.048780487804878044,0.0,0.007434944237918214,0.0,0.1564192849404117,0.015503875968992246,0.01098901098901099,0.0,0.019138755980861243
1406540390674,0.6666666666666666,0.0,0.10204081632653061,0.024390243902439022,0.0,0.029739776951672858,0.0,0.09385157096424702,0.04651162790697674,0.01098901098901099,0.13380281690140844,0.0
1406540390674,0.6666666666666666,0.11111111111112637,0.04081632653061225,0.0,0.0,0.02602230483271375,0.07150595882990249,0.18770314192849405,0.09302325581395347,0.12087912087912087,0.0704225352112676,0.03827751196172249
1406540390674,0.6666666666666666,0.2222222222222184,0.14285714285714285,0.09756097560975609,0.0,0.11152416356877325,0.047670639219934995,0.3128385698808234,0.23255813953488372,0.3296703296703297,0.3169014084507042,0.07655502392344497
1406540390674,0.6666666666666666,0.33333333333334475,0.0816326530612245,0.048780487804878044,0.0,0.15985130111524162,0.14301191765980498,0.40669014084507044,0.5116279069767442,0.3186813186813187,0.5140845070422535,0.138755980861244
1406540390674,0.6666666666666666,0.4444444444444368,0.12244897959183673,0.975609756097561,0.0,0.25278810408921937,0.28602383531960995,0.40669014084507044,0.2868217054263566,0.6153846153846153,0.7464788732394366,0.15789473684210525
1406540390674,0.6666666666666666,0.5555555555555631,0.2857142857142857,0.14634146341463414,0.0,0.1933085501858736,0.1668472372697725,0.5005417118093174,0.38759689922480617,0.6593406593406594,0.6056338028169014,0.2296650717703349
1406540390674,0.6666666666666666,0.6666666666666552,0.12244897959183673,0.14634146341463414,0.0,0.0520446096654275,0.047670639219934995,0.34412242686890576,0.16279069767441862,0.3186813186813187,0.10563380281690142,0.057416267942583726
1406540390674,0.6666666666666666,0.7777777777777816,0.12244897959183673,0.12195121951219512,0.0,0.08921933085501858,0.0,0.3128385698808234,0.2868217054263566,0.5494505494505495,0.22535211267605632,0.057416267942583726
1406540390674,0.6666666666666666,0.8888888888888736,0.04081632653061225,0.048780487804878044,0.0,0.003717472118959107,0.0,0.0,0.05426356589147286,0.16483516483516486,0.01408450704225352,0.03349282296650717
1406540390674,0.6666666666666666,1.0,0.04081632653061225,0.024390243902439022,0.0,0.011152416356877323,0.0,0.09385157096424702,0.015503875968992246,0.13186813186813187,0.00704225352112676,0.014354066985645932
1406540390674,0.5555555555555556,0.0,0.04081632653061225,0.0,0.0,0.0,0.0,0.06256771397616467,0.07751937984496124,0.0989010989010989,0.01408450704225352,0.019138755980861243
1406540390674,0.5555555555555556,0.11111111111112637,0.04081632653061225,0.0,0.0,0.022304832713754646,0.07150595882990249,0.12513542795232935,0.12403100775193797,0.02197802197802198,0.06338028169014084,0.009569377990430622
1406540390674,0.5555555555555556,0.2222222222222184,0.020408163265306124,0.0,0.0,0.02602230483271375,0.0,0.12513542795232935,0.04651162790697674,0.01098901098901099,0.06338028169014084,0.014354066985645932
1406540390674,0.5555555555555556,0.33333333333334475,0.18367346938775514,0.26829268292682923,0.125,0.05576208178438662,0.14301191765980498,0.40669014084507044,0.14728682170542637,0.46153846153846156,0.13380281690140844,0.043062200956937795
1406540390674,0.5555555555555556,0.4444444444444368,0.40816326530612246,0.07317073170731707,0.0,0.21189591078066913,0.1668472372697725,0.2189869989165764,0.5813953488372092,0.7692307692307693,0.5492957746478871,0.1866028708133971
1406540390674,0.5555555555555556,0.5555555555555631,0.3061224489795919,0.12195121951219512,1.0,0.1524163568773234,0.2145178764897075,0.2502708559046587,0.6434108527131782,0.37362637362637363,0.2323943661971831,0.7177033492822966
1406540390674,0.5555555555555556,0.6666666666666552,0.326530612244898,0.46341463414634143,0.0,0.3308550185873606,0.38136511375947996,0.7508125677139762,1.0,0.5824175824175825,0.43661971830985913,0.5502392344497608
1406540390674,0.5555555555555556,0.7777777777777816,0.4489795918367347,0.2926829268292683,0.125,0.30111524163568776,0.11917659804983749,0.6256771397616468,0.813953488372093,0.8021978021978022,1.0,0.2631578947368421
1406540390674,0.5555555555555556,0.8888888888888736,0.20408163265306123,0.07317073170731707,0.125,0.17843866171003717,0.09534127843986999,0.5318255687973998,0.4108527131782946,0.5384615384615385,0.4295774647887324,0.0956937799043062
1406540390674,0.5555555555555556,1.0,0.22448979591836735,0.048780487804878044,0.125,0.104089219330855,0.09534127843986999,0.34412242686890576,0.14728682170542637,0.08791208791208792,0.33098591549295775,0.07177033492822966
1406540390674,0.4444444444444444,0.0,0.0816326530612245,0.0,0.0,0.0483271375464684,0.047670639219934995,0.2502708559046587,0.12403100775193797,0.0,0.14788732394366197,0.028708133971291863
1406540390674,0.4444444444444444,0.11111111111112637,0.14285714285714285,0.048780487804878044,0.0,0.0520446096654275,0.047670639219934995,0.03128385698808234,0.2015503875968992,0.16483516483516486,0.22535211267605632,0.014354066985645932
1406540390674,0.4444444444444444,0.2222222222222184,0.163265306122449,0.048780487804878044,0.0,0.1449814126394052,0.14301191765980498,0.2189869989165764,0.24806201550387594,0.3956043956043956,0.5985915492957746,0.05263157894736842
