density(Arts & Entertainment),density(College & University),density(Event),density(Food),density(Nightlife Spot),density(Outdoors & Recreation),density(Professional & Other Places),density(Residence),density(Shop & Service),density(Travel & Transport)
106.69511869831955,80.02133902373966,0.0,53.34755934915977,26.673779674579887,0.0,160.0426780474793,186.7164577220592,53.34755934915977,80.02133902373966
26.673779674579887,0.0,0.0,80.02133902373966,53.34755934915977,26.673779674579887,186.7164577220592,160.0426780474793,186.7164577220592,80.02133902373966
26.673779674579887,0.0,0.0,133.36889837289942,26.673779674579887,26.673779674579887,133.36889837289942,133.36889837289942,266.73779674579885,53.34755934915977
106.69511869831955,53.34755934915977,0.0,133.36889837289942,53.34755934915977,26.673779674579887,213.3902373966391,80.02133902373966,80.02133902373966,53.34755934915977
26.673779674579887,26.673779674579887,0.0,213.3902373966391,106.69511869831955,0.0,53.34755934915977,133.36889837289942,106.69511869831955,80.02133902373966
0.0,26.673779674579887,0.0,26.673779674579887,53.34755934915977,53.34755934915977,53.34755934915977,53.34755934915977,53.34755934915977,80.02133902373966
0.0,0.0,0.0,266.73779674579885,213.3902373966391,26.673779674579887,26.673779674579887,26.673779674579887,133.36889837289942,106.69511869831955
26.673779674579887,0.0,0.0,213.3902373966391,160.0426780474793,0.0,80.02133902373966,106.69511869831955,133.36889837289942,80.02133902373966
53.34755934915977,53.34755934915977,0.0,346.75913576953855,26.673779674579887,26.673779674579887,106.69511869831955,26.673779674579887,53.34755934915977,106.69511869831955
0.0,0.0,0.0,106.69511869831955,0.0,53.34755934915977,80.02133902373966,213.3902373966391,106.69511869831955,133.36889837289942
0.0,106.69511869831955,0.0,0.0,26.673779674579887,26.673779674579887,26.673779674579887,0.0,0.0,0.0
53.34755934915977,0.0,0.0,160.0426780474793,26.673779674579887,0.0,53.34755934915977,106.69511869831955,80.02133902373966,106.69511869831955
0.0,0.0,0.0,240.06401707121898,26.673779674579887,0.0,266.73779674579885,0.0,240.06401707121898,26.673779674579887
26.673779674579887,0.0,0.0,400.10669511869827,160.0426780474793,80.02133902373966,0.0,0.0,53.34755934915977,80.02133902373966
0.0,26.673779674579887,0.0,186.7164577220592,80.02133902373966,0.0,53.34755934915977,160.0426780474793,186.7164577220592,106.69511869831955
0.0,53.34755934915977,0.0,213.3902373966391,53.34755934915977,26.673779674579887,106.69511869831955,160.0426780474793,133.36889837289942,26.673779674579887
53.34755934915977,26.673779674579887,0.0,266.73779674579885,53.34755934915977,0.0,80.02133902373966,0.0,240.06401707121898,80.02133902373966
0.0,53.34755934915977,0.0,266.73779674579885,0.0,0.0,53.34755934915977,26.673779674579887,293.41157642037876,80.02133902373966
0.0,26.673779674579887,0.0,240.06401707121898,186.7164577220592,0.0,80.02133902373966,26.673779674579887,53.34755934915977,186.7164577220592
80.02133902373966,0.0,0.0,80.02133902373966,26.673779674579887,53.34755934915977,213.3902373966391,106.69511869831955,133.36889837289942,106.69511869831955
26.673779674579887,26.673779674579887,0.0,0.0,53.34755934915977,53.34755934915977,0.0,80.02133902373966,0.0,53.34755934915977
80.02133902373966,133.36889837289942,0.0,80.02133902373966,0.0,106.69511869831955,26.673779674579887,0.0,0.0,0.0
26.673779674579887,0.0,0.0,320.0853560949586,80.02133902373966,0.0,0.0,26.673779674579887,213.3902373966391,133.36889837289942
26.673779674579887,26.673779674579887,0.0,213.3902373966391,106.69511869831955,0.0,53.34755934915977,133.36889837289942,106.69511869831955,80.02133902373966
53.34755934915977,0.0,0.0,266.73779674579885,0.0,26.673779674579887,80.02133902373966,0.0,346.75913576953855,26.673779674579887
53.34755934915977,0.0,0.0,213.3902373966391,106.69511869831955,0.0,53.34755934915977,80.02133902373966,53.34755934915977,213.3902373966391
53.34755934915977,0.0,0.0,213.3902373966391,106.69511869831955,0.0,53.34755934915977,80.02133902373966,53.34755934915977,213.3902373966391
26.673779674579887,0.0,0.0,293.41157642037876,53.34755934915977,0.0,53.34755934915977,160.0426780474793,133.36889837289942,53.34755934915977
106.69511869831955,0.0,0.0,26.673779674579887,0.0,160.0426780474793,26.673779674579887,26.673779674579887,0.0,0.0
0.0,26.673779674579887,0.0,26.673779674579887,53.34755934915977,53.34755934915977,53.34755934915977,53.34755934915977,53.34755934915977,80.02133902373966
26.673779674579887,0.0,0.0,53.34755934915977,53.34755934915977,80.02133902373966,213.3902373966391,106.69511869831955,53.34755934915977,133.36889837289942
