Timestamp (ms),Been Here,Venue Id,Venue Latitude,Venue Longitude,Focal Latitude,Focal Longitude,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport
1393535343884,4,51c95dac498e7db1dafc5d3e,45.68331362310724,10.905887354226994,45.68661223157983,10.908358875197306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393535343884,0,5028e8bae4b0c75a168318cc,45.6843997,10.907444,45.68661223157983,10.908358875197306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393535343884,1,519f359c498e9a7f7e5f89bf,45.681288,10.962827,45.68574282034095,10.95969795456452,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393535343884,171,4e87305bdab47c0dbacaac53,45.69258650126736,10.9118914604187,45.69560806381264,10.908664949951792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393535343884,27,4e183983fa761946458eb678,45.691805588278235,10.904874496854278,45.69560806381264,10.908664949951792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393535343884,15,4ea128d461af76b39bfec379,45.6932170369333,10.911594042014125,45.69560806381264,10.908664949951792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393535343884,362,4de74a82c65b4e07dafc61dc,45.69310673692586,10.912220817271843,45.69560806381264,10.908664949951792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393535343884,21,4db32353cda1c57c823fa230,45.69264881999151,10.910885697939351,45.69560806381264,10.908664949951792,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393535343884,20,4d99ca92744f3704e5120f58,45.6924,10.9115,45.69560806381264,10.908664949951792,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1393535343884,23,4f8155b3e4b0e160ba1e9dcb,45.69167530067544,10.910333968089654,45.69560806381264,10.908664949951792,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1393535343884,7,4edb4c60b8f7fcd0415fd5dc,45.69295338200992,10.911920856642329,45.69560806381264,10.908664949951792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
