Latitude,Longitude,density(Arts & Entertainment),density(College & University),density(Event),density(Food),density(Nightlife Spot),density(Outdoors & Recreation),density(Professional & Other Places),density(Residence),density(Shop & Service),density(Travel & Transport)
45.08126024116418,7.690215110778809,36.075036075036074,72.15007215007215,36.075036075036074,180.37518037518038,36.075036075036074,0.0,288.6002886002886,36.075036075036074,216.45021645021643,72.15007215007215
45.08126024116418,7.692360877990723,36.075036075036074,36.075036075036074,36.075036075036074,144.3001443001443,0.0,0.0,180.37518037518038,72.15007215007215,36.075036075036074,108.22510822510822
45.08126024116418,7.694506645202637,0.0,0.0,0.0,72.15007215007215,0.0,0.0,36.075036075036074,0.0,0.0,108.22510822510822
45.08126024116418,7.696652412414551,0.0,0.0,36.075036075036074,0.0,0.0,0.0,36.075036075036074,36.075036075036074,0.0,108.22510822510822
45.08126024116418,7.698798179626465,36.075036075036074,0.0,36.075036075036074,36.075036075036074,0.0,0.0,36.075036075036074,0.0,72.15007215007215,108.22510822510822
45.08126024116418,7.700943946838379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.075036075036074,0.0,36.075036075036074
45.08126024116418,7.703089714050293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0797689805887,7.662320137023926,36.075036075036074,36.075036075036074,0.0,72.15007215007215,0.0,0.0,144.3001443001443,72.15007215007215,36.075036075036074,72.15007215007215
45.0797689805887,7.66446590423584,0.0,0.0,0.0,72.15007215007215,72.15007215007215,0.0,108.22510822510822,36.075036075036074,0.0,0.0
45.0797689805887,7.666611671447754,0.0,0.0,0.0,144.3001443001443,0.0,0.0,180.37518037518038,0.0,144.3001443001443,72.15007215007215
45.0797689805887,7.668757438659668,0.0,0.0,0.0,36.075036075036074,72.15007215007215,0.0,72.15007215007215,36.075036075036074,216.45021645021643,108.22510822510822
45.0797689805887,7.670903205871582,0.0,0.0,0.0,36.075036075036074,36.075036075036074,0.0,36.075036075036074,0.0,72.15007215007215,144.3001443001443
45.0797689805887,7.673048973083496,0.0,0.0,0.0,36.075036075036074,0.0,0.0,0.0,0.0,108.22510822510822,72.15007215007215
45.0797689805887,7.67519474029541,36.075036075036074,72.15007215007215,72.15007215007215,180.37518037518038,36.075036075036074,0.0,72.15007215007215,72.15007215007215,36.075036075036074,72.15007215007215
45.0797689805887,7.677340507507324,36.075036075036074,0.0,0.0,72.15007215007215,36.075036075036074,0.0,36.075036075036074,0.0,0.0,72.15007215007215
45.0797689805887,7.679486274719238,0.0,36.075036075036074,0.0,0.0,0.0,0.0,0.0,0.0,72.15007215007215,36.075036075036074
45.0797689805887,7.681632041931152,0.0,0.0,36.075036075036074,36.075036075036074,0.0,0.0,0.0,0.0,0.0,36.075036075036074
45.0797689805887,7.683777809143066,144.3001443001443,72.15007215007215,36.075036075036074,216.45021645021643,0.0,0.0,432.90043290043286,36.075036075036074,72.15007215007215,0.0
45.0797689805887,7.6859235763549805,0.0,72.15007215007215,0.0,0.0,36.075036075036074,0.0,0.0,0.0,0.0,108.22510822510822
45.0797689805887,7.6880693435668945,0.0,0.0,36.075036075036074,0.0,0.0,0.0,36.075036075036074,36.075036075036074,0.0,36.075036075036074
45.0797689805887,7.690215110778809,0.0,72.15007215007215,0.0,36.075036075036074,0.0,0.0,36.075036075036074,0.0,0.0,0.0
45.0797689805887,7.692360877990723,0.0,72.15007215007215,0.0,72.15007215007215,0.0,0.0,72.15007215007215,0.0,72.15007215007215,0.0
45.0797689805887,7.694506645202637,0.0,0.0,0.0,36.075036075036074,0.0,0.0,72.15007215007215,0.0,0.0,72.15007215007215
45.0797689805887,7.696652412414551,36.075036075036074,0.0,0.0,108.22510822510822,0.0,0.0,108.22510822510822,36.075036075036074,72.15007215007215,216.45021645021643
45.0797689805887,7.698798179626465,0.0,0.0,36.075036075036074,72.15007215007215,0.0,0.0,0.0,0.0,0.0,36.075036075036074
45.0797689805887,7.700943946838379,0.0,0.0,0.0,36.075036075036074,0.0,0.0,36.075036075036074,0.0,0.0,36.075036075036074
45.0797689805887,7.703089714050293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.078277720013226,7.662320137023926,0.0,0.0,36.075036075036074,36.075036075036074,0.0,0.0,108.22510822510822,36.075036075036074,72.15007215007215,36.075036075036074
45.078277720013226,7.66446590423584,0.0,0.0,0.0,216.45021645021643,0.0,0.0,144.3001443001443,0.0,36.075036075036074,108.22510822510822
45.078277720013226,7.666611671447754,72.15007215007215,0.0,36.075036075036074,252.5252525252525,0.0,0.0,288.6002886002886,36.075036075036074,72.15007215007215,72.15007215007215
45.078277720013226,7.668757438659668,108.22510822510822,0.0,0.0,216.45021645021643,0.0,0.0,216.45021645021643,36.075036075036074,36.075036075036074,144.3001443001443
45.078277720013226,7.670903205871582,108.22510822510822,72.15007215007215,36.075036075036074,72.15007215007215,0.0,0.0,216.45021645021643,0.0,72.15007215007215,144.3001443001443
45.078277720013226,7.673048973083496,0.0,0.0,0.0,0.0,0.0,0.0,108.22510822510822,0.0,72.15007215007215,108.22510822510822
45.078277720013226,7.67519474029541,72.15007215007215,0.0,0.0,72.15007215007215,0.0,0.0,180.37518037518038,0.0,180.37518037518038,180.37518037518038
45.078277720013226,7.677340507507324,36.075036075036074,0.0,0.0,72.15007215007215,0.0,0.0,72.15007215007215,0.0,36.075036075036074,108.22510822510822
45.078277720013226,7.679486274719238,0.0,72.15007215007215,0.0,36.075036075036074,0.0,0.0,72.15007215007215,36.075036075036074,0.0,36.075036075036074
45.078277720013226,7.681632041931152,0.0,0.0,0.0,72.15007215007215,0.0,0.0,108.22510822510822,0.0,0.0,36.075036075036074
45.078277720013226,7.683777809143066,36.075036075036074,0.0,36.075036075036074,180.37518037518038,0.0,0.0,180.37518037518038,0.0,144.3001443001443,72.15007215007215
45.078277720013226,7.6859235763549805,0.0,36.075036075036074,0.0,0.0,0.0,0.0,72.15007215007215,0.0,36.075036075036074,36.075036075036074
45.078277720013226,7.6880693435668945,0.0,144.3001443001443,36.075036075036074,36.075036075036074,0.0,0.0,0.0,36.075036075036074,36.075036075036074,36.075036075036074
45.078277720013226,7.690215110778809,0.0,0.0,0.0,36.075036075036074,0.0,0.0,0.0,0.0,36.075036075036074,108.22510822510822
45.078277720013226,7.692360877990723,72.15007215007215,0.0,0.0,72.15007215007215,0.0,0.0,72.15007215007215,72.15007215007215,36.075036075036074,72.15007215007215
45.078277720013226,7.694506645202637,36.075036075036074,0.0,36.075036075036074,108.22510822510822,0.0,0.0,36.075036075036074,36.075036075036074,0.0,108.22510822510822
45.078277720013226,7.696652412414551,36.075036075036074,36.075036075036074,36.075036075036074,180.37518037518038,36.075036075036074,0.0,108.22510822510822,72.15007215007215,180.37518037518038,72.15007215007215
45.078277720013226,7.698798179626465,0.0,0.0,0.0,36.075036075036074,0.0,0.0,72.15007215007215,0.0,0.0,36.075036075036074
45.078277720013226,7.700943946838379,0.0,72.15007215007215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.22510822510822
45.078277720013226,7.703089714050293,0.0,0.0,36.075036075036074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.07678645943775,7.662320137023926,0.0,0.0,72.15007215007215,72.15007215007215,0.0,0.0,108.22510822510822,36.075036075036074,0.0,216.45021645021643
45.07678645943775,7.66446590423584,0.0,108.22510822510822,36.075036075036074,144.3001443001443,0.0,0.0,180.37518037518038,36.075036075036074,180.37518037518038,36.075036075036074
45.07678645943775,7.666611671447754,36.075036075036074,36.075036075036074,0.0,216.45021645021643,0.0,0.0,108.22510822510822,0.0,36.075036075036074,216.45021645021643
45.07678645943775,7.668757438659668,36.075036075036074,108.22510822510822,0.0,216.45021645021643,0.0,0.0,216.45021645021643,36.075036075036074,180.37518037518038,108.22510822510822
45.07678645943775,7.670903205871582,0.0,144.3001443001443,36.075036075036074,252.5252525252525,0.0,0.0,288.6002886002886,36.075036075036074,36.075036075036074,252.5252525252525
45.07678645943775,7.673048973083496,0.0,36.075036075036074,0.0,144.3001443001443,0.0,0.0,180.37518037518038,0.0,72.15007215007215,108.22510822510822
45.07678645943775,7.67519474029541,72.15007215007215,108.22510822510822,0.0,144.3001443001443,0.0,0.0,180.37518037518038,252.5252525252525,180.37518037518038,144.3001443001443
45.07678645943775,7.677340507507324,72.15007215007215,216.45021645021643,0.0,72.15007215007215,0.0,0.0,180.37518037518038,72.15007215007215,108.22510822510822,180.37518037518038
45.07678645943775,7.679486274719238,252.5252525252525,72.15007215007215,72.15007215007215,108.22510822510822,0.0,0.0,324.67532467532465,36.075036075036074,108.22510822510822,72.15007215007215
45.07678645943775,7.681632041931152,216.45021645021643,0.0,36.075036075036074,72.15007215007215,0.0,0.0,541.1255411255411,36.075036075036074,108.22510822510822,72.15007215007215
45.07678645943775,7.683777809143066,0.0,36.075036075036074,36.075036075036074,324.67532467532465,0.0,0.0,252.5252525252525,0.0,36.075036075036074,72.15007215007215
45.07678645943775,7.6859235763549805,0.0,144.3001443001443,0.0,0.0,0.0,0.0,144.3001443001443,0.0,36.075036075036074,36.075036075036074
45.07678645943775,7.6880693435668945,0.0,144.3001443001443,0.0,108.22510822510822,0.0,0.0,108.22510822510822,0.0,108.22510822510822,216.45021645021643
45.07678645943775,7.690215110778809,0.0,72.15007215007215,36.075036075036074,108.22510822510822,36.075036075036074,0.0,36.075036075036074,0.0,0.0,216.45021645021643
45.07678645943775,7.692360877990723,36.075036075036074,72.15007215007215,36.075036075036074,36.075036075036074,0.0,0.0,216.45021645021643,0.0,36.075036075036074,252.5252525252525
45.07678645943775,7.694506645202637,72.15007215007215,36.075036075036074,72.15007215007215,288.6002886002886,0.0,0.0,216.45021645021643,72.15007215007215,216.45021645021643,72.15007215007215
45.07678645943775,7.696652412414551,36.075036075036074,0.0,0.0,180.37518037518038,0.0,0.0,72.15007215007215,108.22510822510822,108.22510822510822,36.075036075036074
45.07678645943775,7.698798179626465,0.0,36.075036075036074,0.0,108.22510822510822,0.0,0.0,36.075036075036074,0.0,36.075036075036074,36.075036075036074
45.07678645943775,7.700943946838379,0.0,0.0,0.0,0.0,36.075036075036074,0.0,72.15007215007215,36.075036075036074,0.0,36.075036075036074
45.07678645943775,7.703089714050293,0.0,36.075036075036074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.07529519886227,7.662320137023926,36.075036075036074,0.0,36.075036075036074,324.67532467532465,0.0,0.0,36.075036075036074,0.0,216.45021645021643,288.6002886002886
45.07529519886227,7.66446590423584,0.0,36.075036075036074,0.0,216.45021645021643,0.0,0.0,216.45021645021643,36.075036075036074,36.075036075036074,180.37518037518038
45.07529519886227,7.666611671447754,0.0,0.0,0.0,72.15007215007215,0.0,0.0,144.3001443001443,0.0,108.22510822510822,180.37518037518038
45.07529519886227,7.668757438659668,0.0,144.3001443001443,0.0,108.22510822510822,0.0,0.0,324.67532467532465,0.0,108.22510822510822,144.3001443001443
45.07529519886227,7.670903205871582,36.075036075036074,36.075036075036074,0.0,288.6002886002886,36.075036075036074,0.0,396.8253968253968,36.075036075036074,72.15007215007215,108.22510822510822
45.07529519886227,7.673048973083496,0.0,108.22510822510822,0.0,396.8253968253968,36.075036075036074,0.0,324.67532467532465,0.0,36.075036075036074,180.37518037518038
45.07529519886227,7.67519474029541,36.075036075036074,36.075036075036074,0.0,360.75036075036076,72.15007215007215,0.0,288.6002886002886,72.15007215007215,72.15007215007215,144.3001443001443
45.07529519886227,7.677340507507324,72.15007215007215,108.22510822510822,36.075036075036074,324.67532467532465,0.0,0.0,324.67532467532465,0.0,72.15007215007215,108.22510822510822
45.07529519886227,7.679486274719238,216.45021645021643,36.075036075036074,36.075036075036074,216.45021645021643,0.0,0.0,288.6002886002886,108.22510822510822,108.22510822510822,72.15007215007215
45.07529519886227,7.681632041931152,180.37518037518038,0.0,108.22510822510822,144.3001443001443,36.075036075036074,0.0,360.75036075036076,36.075036075036074,180.37518037518038,0.0
45.07529519886227,7.683777809143066,36.075036075036074,108.22510822510822,0.0,216.45021645021643,0.0,0.0,252.5252525252525,72.15007215007215,108.22510822510822,144.3001443001443
45.07529519886227,7.6859235763549805,0.0,108.22510822510822,0.0,0.0,36.075036075036074,0.0,72.15007215007215,72.15007215007215,0.0,36.075036075036074
45.07529519886227,7.6880693435668945,36.075036075036074,108.22510822510822,0.0,144.3001443001443,0.0,0.0,72.15007215007215,36.075036075036074,36.075036075036074,0.0
45.07529519886227,7.690215110778809,0.0,0.0,0.0,108.22510822510822,36.075036075036074,0.0,108.22510822510822,0.0,216.45021645021643,36.075036075036074
45.07529519886227,7.692360877990723,36.075036075036074,36.075036075036074,36.075036075036074,144.3001443001443,0.0,0.0,72.15007215007215,0.0,0.0,144.3001443001443
45.07529519886227,7.694506645202637,36.075036075036074,36.075036075036074,0.0,216.45021645021643,0.0,0.0,216.45021645021643,72.15007215007215,144.3001443001443,36.075036075036074
45.07529519886227,7.696652412414551,36.075036075036074,0.0,0.0,180.37518037518038,0.0,0.0,144.3001443001443,36.075036075036074,252.5252525252525,144.3001443001443
45.07529519886227,7.698798179626465,72.15007215007215,0.0,72.15007215007215,36.075036075036074,0.0,0.0,108.22510822510822,72.15007215007215,216.45021645021643,0.0
45.07529519886227,7.700943946838379,0.0,0.0,0.0,0.0,72.15007215007215,0.0,36.075036075036074,0.0,36.075036075036074,0.0
45.07529519886227,7.703089714050293,0.0,0.0,72.15007215007215,0.0,72.15007215007215,0.0,0.0,0.0,0.0,36.075036075036074
45.073803938286794,7.662320137023926,0.0,36.075036075036074,72.15007215007215,432.90043290043286,0.0,0.0,360.75036075036076,36.075036075036074,0.0,108.22510822510822
45.073803938286794,7.66446590423584,0.0,108.22510822510822,0.0,324.67532467532465,0.0,0.0,432.90043290043286,0.0,0.0,180.37518037518038
45.073803938286794,7.666611671447754,0.0,288.6002886002886,36.075036075036074,180.37518037518038,0.0,0.0,216.45021645021643,0.0,36.075036075036074,72.15007215007215
45.073803938286794,7.668757438659668,36.075036075036074,468.97546897546897,36.075036075036074,108.22510822510822,0.0,0.0,288.6002886002886,0.0,0.0,144.3001443001443
45.073803938286794,7.670903205871582,72.15007215007215,36.075036075036074,0.0,144.3001443001443,180.37518037518038,0.0,216.45021645021643,72.15007215007215,144.3001443001443,144.3001443001443
45.073803938286794,7.673048973083496,36.075036075036074,72.15007215007215,0.0,216.45021645021643,0.0,0.0,144.3001443001443,144.3001443001443,180.37518037518038,252.5252525252525
45.073803938286794,7.67519474029541,36.075036075036074,72.15007215007215,36.075036075036074,144.3001443001443,144.3001443001443,0.0,72.15007215007215,36.075036075036074,72.15007215007215,72.15007215007215
45.073803938286794,7.677340507507324,36.075036075036074,36.075036075036074,0.0,396.8253968253968,0.0,0.0,360.75036075036076,36.075036075036074,108.22510822510822,108.22510822510822
45.073803938286794,7.679486274719238,72.15007215007215,108.22510822510822,0.0,324.67532467532465,0.0,0.0,396.8253968253968,108.22510822510822,0.0,72.15007215007215
45.073803938286794,7.681632041931152,72.15007215007215,36.075036075036074,0.0,72.15007215007215,0.0,0.0,613.2756132756133,72.15007215007215,144.3001443001443,72.15007215007215
45.073803938286794,7.683777809143066,144.3001443001443,72.15007215007215,72.15007215007215,36.075036075036074,0.0,0.0,360.75036075036076,0.0,36.075036075036074,360.75036075036076
45.073803938286794,7.6859235763549805,0.0,0.0,36.075036075036074,0.0,0.0,0.0,0.0,108.22510822510822,0.0,36.075036075036074
45.073803938286794,7.6880693435668945,0.0,36.075036075036074,36.075036075036074,72.15007215007215,0.0,0.0,36.075036075036074,0.0,0.0,0.0
45.073803938286794,7.690215110778809,0.0,72.15007215007215,0.0,144.3001443001443,0.0,0.0,108.22510822510822,0.0,108.22510822510822,36.075036075036074
45.073803938286794,7.692360877990723,72.15007215007215,0.0,0.0,108.22510822510822,0.0,0.0,108.22510822510822,0.0,216.45021645021643,108.22510822510822
45.073803938286794,7.694506645202637,108.22510822510822,72.15007215007215,0.0,252.5252525252525,0.0,0.0,252.5252525252525,0.0,288.6002886002886,108.22510822510822
45.073803938286794,7.696652412414551,0.0,0.0,36.075036075036074,36.075036075036074,36.075036075036074,0.0,0.0,72.15007215007215,0.0,0.0
45.073803938286794,7.698798179626465,0.0,0.0,0.0,36.075036075036074,252.5252525252525,0.0,36.075036075036074,0.0,0.0,72.15007215007215
45.073803938286794,7.700943946838379,0.0,0.0,0.0,0.0,108.22510822510822,0.0,36.075036075036074,36.075036075036074,0.0,0.0
45.073803938286794,7.703089714050293,72.15007215007215,0.0,0.0,36.075036075036074,0.0,0.0,36.075036075036074,72.15007215007215,36.075036075036074,108.22510822510822
45.07231267771132,7.662320137023926,0.0,72.15007215007215,0.0,252.5252525252525,0.0,0.0,216.45021645021643,0.0,252.5252525252525,288.6002886002886
45.07231267771132,7.66446590423584,36.075036075036074,72.15007215007215,0.0,108.22510822510822,72.15007215007215,0.0,252.5252525252525,0.0,108.22510822510822,72.15007215007215
45.07231267771132,7.666611671447754,0.0,721.5007215007215,0.0,108.22510822510822,0.0,0.0,180.37518037518038,0.0,36.075036075036074,0.0
45.07231267771132,7.668757438659668,36.075036075036074,36.075036075036074,0.0,108.22510822510822,0.0,0.0,72.15007215007215,36.075036075036074,36.075036075036074,288.6002886002886
45.07231267771132,7.670903205871582,36.075036075036074,72.15007215007215,0.0,396.8253968253968,36.075036075036074,0.0,252.5252525252525,0.0,108.22510822510822,180.37518037518038
45.07231267771132,7.673048973083496,0.0,36.075036075036074,0.0,108.22510822510822,72.15007215007215,0.0,288.6002886002886,0.0,72.15007215007215,216.45021645021643
45.07231267771132,7.67519474029541,0.0,72.15007215007215,36.075036075036074,144.3001443001443,36.075036075036074,0.0,396.8253968253968,0.0,216.45021645021643,144.3001443001443
45.07231267771132,7.677340507507324,0.0,36.075036075036074,36.075036075036074,108.22510822510822,0.0,0.0,432.90043290043286,36.075036075036074,144.3001443001443,288.6002886002886
45.07231267771132,7.679486274719238,36.075036075036074,108.22510822510822,36.075036075036074,324.67532467532465,0.0,0.0,252.5252525252525,36.075036075036074,36.075036075036074,252.5252525252525
45.07231267771132,7.681632041931152,0.0,36.075036075036074,144.3001443001443,180.37518037518038,0.0,0.0,613.2756132756133,0.0,72.15007215007215,36.075036075036074
45.07231267771132,7.683777809143066,0.0,108.22510822510822,0.0,396.8253968253968,36.075036075036074,0.0,396.8253968253968,0.0,108.22510822510822,36.075036075036074
45.07231267771132,7.6859235763549805,0.0,0.0,108.22510822510822,108.22510822510822,0.0,0.0,108.22510822510822,180.37518037518038,0.0,144.3001443001443
45.07231267771132,7.6880693435668945,0.0,0.0,0.0,0.0,0.0,0.0,36.075036075036074,0.0,0.0,36.075036075036074
45.07231267771132,7.690215110778809,0.0,0.0,0.0,0.0,0.0,0.0,72.15007215007215,0.0,36.075036075036074,36.075036075036074
45.07231267771132,7.692360877990723,36.075036075036074,72.15007215007215,36.075036075036074,216.45021645021643,36.075036075036074,0.0,324.67532467532465,72.15007215007215,108.22510822510822,72.15007215007215
45.07231267771132,7.694506645202637,0.0,72.15007215007215,36.075036075036074,252.5252525252525,36.075036075036074,0.0,288.6002886002886,180.37518037518038,72.15007215007215,36.075036075036074
45.07231267771132,7.696652412414551,72.15007215007215,108.22510822510822,36.075036075036074,144.3001443001443,252.5252525252525,0.0,360.75036075036076,36.075036075036074,36.075036075036074,36.075036075036074
45.07231267771132,7.698798179626465,36.075036075036074,0.0,36.075036075036074,36.075036075036074,108.22510822510822,0.0,144.3001443001443,0.0,36.075036075036074,72.15007215007215
45.07231267771132,7.700943946838379,36.075036075036074,0.0,0.0,0.0,0.0,0.0,36.075036075036074,0.0,36.075036075036074,0.0
45.07231267771132,7.703089714050293,36.075036075036074,0.0,0.0,0.0,0.0,0.0,72.15007215007215,0.0,252.5252525252525,0.0
45.07082141713584,7.662320137023926,0.0,36.075036075036074,36.075036075036074,0.0,0.0,0.0,0.0,0.0,72.15007215007215,72.15007215007215
45.07082141713584,7.66446590423584,36.075036075036074,144.3001443001443,0.0,72.15007215007215,0.0,0.0,72.15007215007215,0.0,0.0,288.6002886002886
45.07082141713584,7.666611671447754,0.0,288.6002886002886,36.075036075036074,180.37518037518038,0.0,0.0,108.22510822510822,0.0,36.075036075036074,432.90043290043286
45.07082141713584,7.668757438659668,0.0,0.0,0.0,216.45021645021643,0.0,0.0,108.22510822510822,0.0,36.075036075036074,432.90043290043286
45.07082141713584,7.670903205871582,0.0,36.075036075036074,0.0,144.3001443001443,144.3001443001443,0.0,180.37518037518038,0.0,72.15007215007215,468.97546897546897
45.07082141713584,7.673048973083496,0.0,0.0,36.075036075036074,72.15007215007215,0.0,0.0,36.075036075036074,36.075036075036074,36.075036075036074,180.37518037518038
45.07082141713584,7.67519474029541,0.0,180.37518037518038,0.0,144.3001443001443,0.0,0.0,144.3001443001443,0.0,108.22510822510822,252.5252525252525
45.07082141713584,7.677340507507324,0.0,0.0,108.22510822510822,144.3001443001443,0.0,0.0,468.97546897546897,0.0,0.0,288.6002886002886
45.07082141713584,7.679486274719238,36.075036075036074,180.37518037518038,36.075036075036074,324.67532467532465,0.0,0.0,288.6002886002886,0.0,108.22510822510822,108.22510822510822
45.07082141713584,7.681632041931152,0.0,72.15007215007215,0.0,288.6002886002886,0.0,0.0,541.1255411255411,36.075036075036074,72.15007215007215,72.15007215007215
45.07082141713584,7.683777809143066,0.0,108.22510822510822,36.075036075036074,541.1255411255411,0.0,0.0,216.45021645021643,0.0,36.075036075036074,108.22510822510822
45.07082141713584,7.6859235763549805,36.075036075036074,36.075036075036074,144.3001443001443,324.67532467532465,36.075036075036074,0.0,324.67532467532465,144.3001443001443,0.0,36.075036075036074
45.07082141713584,7.6880693435668945,0.0,0.0,0.0,72.15007215007215,0.0,0.0,36.075036075036074,108.22510822510822,36.075036075036074,144.3001443001443
45.07082141713584,7.690215110778809,72.15007215007215,0.0,0.0,36.075036075036074,0.0,0.0,36.075036075036074,72.15007215007215,0.0,0.0
45.07082141713584,7.692360877990723,0.0,72.15007215007215,36.075036075036074,108.22510822510822,72.15007215007215,0.0,144.3001443001443,36.075036075036074,180.37518037518038,144.3001443001443
45.07082141713584,7.694506645202637,108.22510822510822,36.075036075036074,0.0,288.6002886002886,108.22510822510822,0.0,180.37518037518038,72.15007215007215,72.15007215007215,216.45021645021643
45.07082141713584,7.696652412414551,108.22510822510822,72.15007215007215,0.0,144.3001443001443,72.15007215007215,0.0,216.45021645021643,72.15007215007215,144.3001443001443,252.5252525252525
45.07082141713584,7.698798179626465,72.15007215007215,0.0,72.15007215007215,252.5252525252525,0.0,0.0,180.37518037518038,72.15007215007215,324.67532467532465,108.22510822510822
45.07082141713584,7.700943946838379,108.22510822510822,36.075036075036074,36.075036075036074,108.22510822510822,0.0,0.0,216.45021645021643,0.0,216.45021645021643,180.37518037518038
45.07082141713584,7.703089714050293,36.075036075036074,72.15007215007215,72.15007215007215,216.45021645021643,36.075036075036074,0.0,252.5252525252525,36.075036075036074,180.37518037518038,36.075036075036074
45.06933015656036,7.662320137023926,0.0,216.45021645021643,0.0,72.15007215007215,0.0,0.0,0.0,0.0,36.075036075036074,0.0
45.06933015656036,7.66446590423584,0.0,36.075036075036074,0.0,36.075036075036074,36.075036075036074,0.0,36.075036075036074,36.075036075036074,72.15007215007215,36.075036075036074
45.06933015656036,7.666611671447754,0.0,72.15007215007215,0.0,36.075036075036074,0.0,0.0,216.45021645021643,0.0,432.90043290043286,252.5252525252525
45.06933015656036,7.668757438659668,0.0,144.3001443001443,72.15007215007215,288.6002886002886,0.0,0.0,144.3001443001443,72.15007215007215,72.15007215007215,252.5252525252525
45.06933015656036,7.670903205871582,0.0,0.0,36.075036075036074,72.15007215007215,0.0,0.0,36.075036075036074,0.0,144.3001443001443,144.3001443001443
45.06933015656036,7.673048973083496,36.075036075036074,36.075036075036074,0.0,72.15007215007215,0.0,0.0,108.22510822510822,0.0,72.15007215007215,324.67532467532465
45.06933015656036,7.67519474029541,36.075036075036074,36.075036075036074,72.15007215007215,216.45021645021643,72.15007215007215,0.0,108.22510822510822,0.0,36.075036075036074,288.6002886002886
45.06933015656036,7.677340507507324,0.0,36.075036075036074,36.075036075036074,396.8253968253968,0.0,0.0,396.8253968253968,72.15007215007215,0.0,108.22510822510822
45.06933015656036,7.679486274719238,0.0,108.22510822510822,0.0,288.6002886002886,36.075036075036074,0.0,180.37518037518038,72.15007215007215,144.3001443001443,252.5252525252525
45.06933015656036,7.681632041931152,36.075036075036074,144.3001443001443,72.15007215007215,432.90043290043286,36.075036075036074,0.0,180.37518037518038,108.22510822510822,36.075036075036074,36.075036075036074
45.06933015656036,7.683777809143066,72.15007215007215,36.075036075036074,36.075036075036074,505.050505050505,36.075036075036074,0.0,324.67532467532465,72.15007215007215,0.0,0.0
45.06933015656036,7.6859235763549805,36.075036075036074,36.075036075036074,144.3001443001443,108.22510822510822,36.075036075036074,0.0,505.050505050505,180.37518037518038,0.0,0.0
45.06933015656036,7.6880693435668945,144.3001443001443,0.0,0.0,252.5252525252525,252.5252525252525,0.0,324.67532467532465,36.075036075036074,72.15007215007215,0.0
45.06933015656036,7.690215110778809,36.075036075036074,72.15007215007215,0.0,180.37518037518038,180.37518037518038,0.0,180.37518037518038,144.3001443001443,180.37518037518038,108.22510822510822
45.06933015656036,7.692360877990723,144.3001443001443,0.0,36.075036075036074,72.15007215007215,72.15007215007215,0.0,468.97546897546897,108.22510822510822,72.15007215007215,108.22510822510822
45.06933015656036,7.694506645202637,36.075036075036074,36.075036075036074,0.0,144.3001443001443,252.5252525252525,0.0,541.1255411255411,0.0,36.075036075036074,0.0
