Latitude,Longitude,Food,Shop & Service,Professional & Other Places,Residence,Travel & Transport,Nightlife Spot,Outdoors & Recreation,College & University,Arts & Entertainment,Event
45.08126024116418,7.662320137023926,0.0017667844522968198,0.006040268456375839,0.004724409448818898,0.006389776357827476,0.0030534351145038168,0.002544529262086514,0.0,0.0,0.0,0.0
45.08126024116418,7.66446590423584,0.0017667844522968198,0.004026845637583893,7.874015748031496E-4,0.007454739084132056,0.0,0.0,0.004424778761061947,0.0,0.0,0.0
45.08126024116418,7.666611671447754,0.0,6.711409395973154E-4,0.0031496062992125984,0.022364217252396165,0.0015267175572519084,0.002544529262086514,0.0,0.0027624309392265192,0.0,0.0
45.08126024116418,7.668757438659668,0.0017667844522968198,0.0020134228187919465,0.002362204724409449,0.003194888178913738,0.0015267175572519084,0.0,0.0,0.0,0.005917159763313609,0.0
45.08126024116418,7.670903205871582,0.002944640753828033,0.003355704697986577,0.002362204724409449,0.006389776357827476,0.0015267175572519084,0.0,0.0,0.0,0.0029585798816568047,0.0
45.08126024116418,7.673048973083496,0.0,0.0,0.002362204724409449,0.003194888178913738,0.0,0.002544529262086514,0.004424778761061947,0.0027624309392265192,0.0029585798816568047,0.0
45.08126024116418,7.67519474029541,5.889281507656066E-4,0.0,0.0015748031496062992,0.004259850905218318,0.0,0.0,0.004424778761061947,0.0,0.0029585798816568047,0.0
45.08126024116418,7.677340507507324,5.889281507656066E-4,0.0013422818791946308,0.0,0.0010649627263045794,0.0015267175572519084,0.0,0.0,0.0,0.0,0.0
45.08126024116418,7.679486274719238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.08126024116418,7.681632041931152,0.0,0.0,7.874015748031496E-4,0.0010649627263045794,0.0,0.0,0.0,0.0,0.0,0.0
45.08126024116418,7.683777809143066,0.0017667844522968198,0.0026845637583892616,0.003937007874015748,0.0,0.0,0.0,0.008849557522123894,0.0,0.0029585798816568047,0.0
45.08126024116418,7.6859235763549805,0.0,6.711409395973154E-4,0.0015748031496062992,0.0,0.0015267175572519084,0.0,0.008849557522123894,0.0,0.0,0.0
45.08126024116418,7.6880693435668945,0.0,6.711409395973154E-4,7.874015748031496E-4,0.004259850905218318,0.0030534351145038168,0.0,0.004424778761061947,0.0,0.0,0.0
45.08126024116418,7.690215110778809,0.004711425206124852,0.0026845637583892616,0.0015748031496062992,0.006389776357827476,0.0030534351145038168,0.002544529262086514,0.004424778761061947,0.0027624309392265192,0.0029585798816568047,0.0
45.08126024116418,7.692360877990723,0.002944640753828033,0.0026845637583892616,0.002362204724409449,0.0010649627263045794,0.0015267175572519084,0.002544529262086514,0.004424778761061947,0.0,0.005917159763313609,0.0
45.08126024116418,7.694506645202637,5.889281507656066E-4,0.0013422818791946308,0.002362204724409449,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.08126024116418,7.696652412414551,5.889281507656066E-4,0.0,0.002362204724409449,0.0,0.0,0.0,0.004424778761061947,0.0,0.0029585798816568047,0.0
45.08126024116418,7.698798179626465,5.889281507656066E-4,6.711409395973154E-4,0.002362204724409449,0.002129925452609159,0.0,0.002544529262086514,0.004424778761061947,0.0,0.0,0.0
45.08126024116418,7.700943946838379,0.0,0.0,7.874015748031496E-4,0.0,0.0,0.0,0.0,0.0,0.0029585798816568047,0.0
45.08126024116418,7.703089714050293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0797689805887,7.662320137023926,0.002355712603062426,0.0013422818791946308,0.0015748031496062992,0.0010649627263045794,0.0015267175572519084,0.002544529262086514,0.0,0.0,0.005917159763313609,0.0
45.0797689805887,7.66446590423584,0.0017667844522968198,0.0013422818791946308,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0029585798816568047,0.0
45.0797689805887,7.666611671447754,0.002944640753828033,0.0026845637583892616,0.0015748031496062992,0.004259850905218318,0.0,0.0,0.0,0.0,0.0,0.0
45.0797689805887,7.668757438659668,0.001177856301531213,6.711409395973154E-4,0.002362204724409449,0.006389776357827476,0.0,0.0,0.0,0.0055248618784530384,0.0029585798816568047,0.0
45.0797689805887,7.670903205871582,5.889281507656066E-4,6.711409395973154E-4,0.0031496062992125984,0.002129925452609159,0.0,0.0,0.0,0.0027624309392265192,0.0,0.0
45.0797689805887,7.673048973083496,0.0,6.711409395973154E-4,0.0015748031496062992,0.003194888178913738,0.0,0.0,0.0,0.0,0.0,0.0
45.0797689805887,7.67519474029541,5.889281507656066E-4,0.003355704697986577,0.0015748031496062992,0.0010649627263045794,0.0030534351145038168,0.002544529262086514,0.008849557522123894,0.0027624309392265192,0.005917159763313609,0.0
45.0797689805887,7.677340507507324,5.889281507656066E-4,0.0013422818791946308,0.0015748031496062992,0.0,0.0,0.002544529262086514,0.0,0.0027624309392265192,0.0,0.0
45.0797689805887,7.679486274719238,0.0,0.0,7.874015748031496E-4,0.002129925452609159,0.0015267175572519084,0.0,0.0,0.0,0.0,0.0
45.0797689805887,7.681632041931152,0.0,6.711409395973154E-4,7.874015748031496E-4,0.0,0.0,0.0,0.004424778761061947,0.0,0.0,0.0
45.0797689805887,7.683777809143066,0.007067137809187279,0.004026845637583893,0.0,0.002129925452609159,0.0015267175572519084,0.010178117048346057,0.004424778761061947,0.0,0.005917159763313609,0.0
45.0797689805887,7.6859235763549805,0.0,0.0,0.002362204724409449,0.0,0.0030534351145038168,0.0,0.0,0.0027624309392265192,0.0,0.0
45.0797689805887,7.6880693435668945,5.889281507656066E-4,0.0,7.874015748031496E-4,0.0,0.0,0.0,0.004424778761061947,0.0,0.0029585798816568047,0.0
