std(Arts & Entertainment),std(College & University),std(Event),std(Food),std(Nightlife Spot),std(Outdoors & Recreation),std(Professional & Other Places),std(Residence),std(Shop & Service),std(Travel & Transport)
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3282223954765527,0.0,0.3282223954765527,0.0,0.0,0.0,0.0
