Travel & Transport,Outdoors & Recreation,Shop & Service,Food,Nightlife Spot,Professional & Other Places,College & University,Residence,Arts & Entertainment,Event
4.8383911606005785E-4,0.0,0.0016934369062102026,0.0038707129284804628,7.257586740900868E-4,4.8383911606005785E-4,0.0,0.0,0.0,0.0
0.0012096719723092672,0.0,4.838687889237069E-4,0.0024193439446185344,0.0012096719723092672,0.0016935407612329741,0.0,0.0,0.0,2.4193439446185344E-4
0.0024181577003022483,2.4181577003022482E-4,4.8363154006044964E-4,0.0019345261602417986,7.254473100906745E-4,9.672630801208993E-4,0.0,2.4181577003022482E-4,2.4181577003022482E-4,0.0
0.0012101173168505845,2.4202346337011694E-4,2.4202346337011694E-4,0.002662258097071286,4.840469267402339E-4,0.0016941642435908185,0.0,4.840469267402339E-4,2.4202346337011694E-4,0.0
0.0012967134224302938,0.0012967134224302938,7.780280534581762E-4,0.001037370737944235,7.780280534581762E-4,5.186853689721175E-4,0.0,0.0,0.0015560561069163524,0.0
7.505087266858408E-4,5.003391511238939E-4,0.0012508478778097349,0.0012508478778097349,7.505087266858408E-4,7.505087266858408E-4,0.0,0.0017511870289336287,2.5016957556194696E-4,0.0
7.253584135313264E-4,4.8357227568755095E-4,7.253584135313264E-4,4.8357227568755095E-4,4.8357227568755095E-4,9.671445513751019E-4,2.4178613784377548E-4,0.0031432197919690815,0.0,0.0
0.0010006783022477878,5.003391511238939E-4,0.0,0.0017511870289336287,7.505087266858408E-4,0.0030020349067433633,0.0,2.5016957556194696E-4,0.0,0.0
2.4203831657915612E-4,2.4203831657915612E-4,9.681532663166245E-4,0.003630574748687342,0.0012101915828957805,2.4203831657915612E-4,2.4203831657915612E-4,0.0,4.8407663315831224E-4,0.0
0.0,0.0012511546156032734,0.0,0.002502309231206547,0.0012511546156032734,2.5023092312065467E-4,0.0,0.0,0.0017516164618445827,2.5023092312065467E-4
0.0012101173168505845,2.4202346337011694E-4,2.4202346337011694E-4,0.002662258097071286,4.840469267402339E-4,0.0016941642435908185,0.0,4.840469267402339E-4,2.4202346337011694E-4,0.0
4.838687889237069E-4,4.838687889237069E-4,2.4193439446185344E-4,0.003870950311389655,9.677375778474138E-4,0.0012096719723092672,0.0,0.0,0.0,0.0
2.4190472399290348E-4,4.8380944798580695E-4,0.0,0.002660951963921938,4.8380944798580695E-4,0.001451428343957421,2.4190472399290348E-4,0.0,0.001451428343957421,2.4190472399290348E-4
4.838687889237069E-4,4.838687889237069E-4,4.838687889237069E-4,0.003870950311389655,7.258031833855603E-4,2.4193439446185344E-4,0.0,0.0,9.677375778474138E-4,0.0
9.675002524028238E-4,2.4187506310070596E-4,7.256251893021179E-4,0.004353751135812707,7.256251893021179E-4,0.0,0.0,2.4187506310070596E-4,0.0,0.0
4.8407663315831224E-4,4.8407663315831224E-4,9.681532663166245E-4,7.261149497374684E-4,2.4203831657915612E-4,0.002420383165791561,0.0,0.0014522298994749368,4.8407663315831224E-4,0.0
0.0,5.00676753406278E-4,5.00676753406278E-4,0.0025033837670313903,0.001502030260218834,0.001752368636921973,2.50338376703139E-4,2.50338376703139E-4,0.0,0.0
2.4203831657915612E-4,0.0,0.0012101915828957805,0.002662421482370717,7.261149497374684E-4,9.681532663166245E-4,2.4203831657915612E-4,9.681532663166245E-4,2.4203831657915612E-4,0.0
0.0013194803126885643,0.0039584409380656925,0.0,6.597401563442822E-4,6.597401563442822E-4,0.0,0.0,0.0,6.597401563442822E-4,0.0
4.8395783626126735E-4,2.4197891813063367E-4,2.4197891813063367E-4,0.003387704853828872,7.259367543919011E-4,0.0019358313450450694,0.0,2.4197891813063367E-4,0.0,0.0
9.678562980465777E-4,7.258922235349333E-4,4.8392814902328883E-4,0.001209820372558222,4.8392814902328883E-4,0.002661604819628088,0.0,7.258922235349333E-4,0.0,0.0
4.267075636618106E-4,0.0,4.267075636618106E-4,0.0,4.267075636618106E-4,4.267075636618106E-4,0.0,0.005547198327603538,0.0,0.0
5.006460375116559E-4,2.5032301875582794E-4,0.0010012920750233118,0.0025032301875582796,0.0010012920750233118,0.0012516150937791398,5.006460375116559E-4,2.5032301875582794E-4,0.0,0.0
7.257141719787105E-4,0.0,9.676188959716139E-4,0.003628570859893552,0.0012095236199645173,2.4190472399290348E-4,0.0,0.0,4.8380944798580695E-4,0.0
2.4181577003022482E-4,0.0,0.001450894620181349,0.002659973470332473,9.672630801208993E-4,9.672630801208993E-4,0.0,9.672630801208993E-4,0.0,0.0
0.0015008334997760235,5.002778332586746E-4,7.504167498880118E-4,0.0015008334997760235,0.0,0.0012506945831466864,0.0,0.0017509724164053609,0.0,0.0
7.257586740900868E-4,4.8383911606005785E-4,9.676782321201157E-4,0.0014515173481801735,4.8383911606005785E-4,0.0014515173481801735,0.0,0.0016934369062102026,0.0,0.0
0.0,0.0,0.002253183634173335,0.002253183634173335,0.001251768685651853,5.007074742607411E-4,2.5035373713037056E-4,5.007074742607411E-4,2.5035373713037056E-4,0.0
