Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport
0.012269938650306749,0.0,0.0,0.013071895424836602,0.012195121951219513,0.008928571428571428,0.010638297872340425,0.006557377049180328,0.009345794392523364,0.012345679012345678
0.0,0.0,0.0,0.01568627450980392,0.052845528455284556,0.0,0.0026595744680851063,0.0,0.005607476635514018,0.00411522633744856
0.0,0.0,0.0,0.00784313725490196,0.0,0.008928571428571428,0.015957446808510637,0.013114754098360656,0.014953271028037384,0.0205761316872428
0.006134969325153374,0.0,0.0,0.01699346405228758,0.02032520325203252,0.0,0.010638297872340425,0.003278688524590164,0.005607476635514018,0.012345679012345678
0.006134969325153374,0.06557377049180328,0.0,0.009150326797385621,0.0040650406504065045,0.008928571428571428,0.0,0.003278688524590164,0.013084112149532711,0.03292181069958848
0.0,0.0,0.0,0.013071895424836602,0.012195121951219513,0.0,0.013297872340425532,0.003278688524590164,0.013084112149532711,0.01646090534979424
0.0,0.0,0.0,0.01568627450980392,0.0,0.0,0.010638297872340425,0.02622950819672131,0.007476635514018692,0.00823045267489712
0.012269938650306749,0.0,0.0,0.009150326797385621,0.0040650406504065045,0.008928571428571428,0.007978723404255319,0.036065573770491806,0.007476635514018692,0.00411522633744856
0.0,0.0,0.0,0.01437908496732026,0.0,0.044642857142857144,0.0026595744680851063,0.006557377049180328,0.011214953271028037,0.012345679012345678
0.012269938650306749,0.0,0.0,0.018300653594771243,0.024390243902439025,0.0,0.007978723404255319,0.0,0.009345794392523364,0.0
0.0,0.0,0.0,0.00130718954248366,0.016260162601626018,0.017857142857142856,0.018617021276595744,0.036065573770491806,0.005607476635514018,0.00823045267489712
0.0,0.01639344262295082,0.0,0.00784313725490196,0.016260162601626018,0.0,0.005319148936170213,0.019672131147540985,0.011214953271028037,0.0205761316872428
0.024539877300613498,0.0,0.0,0.011764705882352941,0.008130081300813009,0.03571428571428571,0.005319148936170213,0.0,0.007476635514018692,0.01646090534979424
0.0,0.0,0.0,0.01699346405228758,0.012195121951219513,0.0,0.005319148936170213,0.009836065573770493,0.011214953271028037,0.012345679012345678
0.012269938650306749,0.03278688524590164,0.0,0.01699346405228758,0.0040650406504065045,0.008928571428571428,0.013297872340425532,0.0,0.003738317757009346,0.01646090534979424
0.024539877300613498,0.0,0.0,0.011764705882352941,0.012195121951219513,0.008928571428571428,0.0026595744680851063,0.02622950819672131,0.003738317757009346,0.00823045267489712
